AOSNUMBER,City,County,State
AOS005236,Sanford,Seminole County,FL
AOS005237,Hollywood,Pinellas County,FL
AOS005238,South Daytona,Volusia County,FL
AOS005239,South Miami,Miami-Dade County,FL
AOS005240,St. Augustine,St. Johns County,FL
AOS005241,St. Cloud,Osceola County,FL
AOS005242,St. Augustine,St. Johns County,FL
AOS005243,Fort Pierce,St. Lucie County,FL
AOS005244,St. Petersburg,Pinellas County,FL
AOS005245,Starke,Bradford County,FL
AOS005246,Stuart,Martin County,FL
AOS005247,Wildwood,Sumter County,FL
AOS005248,Sunny Isles Beach,Miami-Dade County,FL
AOS005249,Sunrise,Broward County,FL
AOS005250,Surfside,Miami-Dade County,FL
AOS005251,Live Oak,Suwannee County,FL
AOS005252,Tallahassee,Leon County,FL
AOS005253,Tallahassee,Leon County,FL
AOS005254,Tampa,Hillsborough County,FL
AOS005255,Tampa,Hillsborough County,FL
AOS005256,Tarpon Springs,Pinellas County,FL
AOS005257,Temple Terrace,Hillsborough County,FL
AOS005258,Tequesta,Palm Beach County,FL
AOS005259,Titusville,Brevard County,FL
AOS005260,Umatilla,Lake County,FL
AOS005261,Orlando,Orange County,FL
AOS005262,Gainesville,Alachua County,FL
AOS005263,Miami,Miami-Dade County,FL
AOS005264,Jacksonville,Duval County,FL
AOS005265,Tampa,Hillsborough County,FL
AOS005266,Venice,Sarasota County,FL
AOS005267,Vero Beach,Indian River County,FL
AOS005268,Palmetto Bay,Miami-Dade County,FL
AOS005269,Virginia Gardens,Miami-Dade County,FL
AOS005270,Deland,Volusia County,FL
AOS005271,Crawfordville,Wakulla County,FL
AOS005272,DeFuniak,Walton County,FL
AOS005273,Wauchula,Hardee County,FL
AOS005274,West Melbourne,Brevard County,FL
AOS005275,West Miami,Miami-Dade County,FL
AOS005276,West Palm Beach,Palm Beach County,FL
AOS005277,Williston,Levy County,FL
AOS005278,Wilton Manors,Broward County,FL
AOS005279,Windermere,Orange County,FL
AOS005280,Winter Gardens,Orange County,FL
AOS005281,Winter Haven,Polk County,FL
AOS005282,Winter Park,Orange County,FL
AOS005283,Winter Springs,Seminole County,FL
AOS006883,Dimondale,Eaton County,MI
AOS009145,Houston,‎Harris County‎,TX
AOS011541,Baton Rouge,East Baton Rouge Parish,LA
AOS011544,Glendale,Maricopa County,AZ
AOS011627,Fairfax,,VA
AOS012162,New Orleans,Orleans Parish,LA
AOS007021,New York City,"Richmond County, Queens County, Bronx County, Kings County, New York County",NY
AOS007048,Clinton,Anderson County,TN
AOS007049,Shelbyville,Bedford County,TN
AOS007050,Camden,Benton County,TN
AOS007051,Pikeville,Bledsoe County,TN
AOS007052,Maryville,Blount County,TN
AOS007053,Cleveland,Bradley County,TN
AOS007054,Jacksboro,Campbell County,TN
AOS007055,Woodbury,Cannon County,TN
AOS007056,Huntingdon,Carroll County,TN
AOS007057,Elizabethton,Carter County,TN
AOS007058,Ashland City,Cheatham County,TN
AOS007059,Henderson,Chester County,TN
AOS007060,Tazewell,Claiborne County,TN
AOS007061,Celina,Clay County,TN
AOS007062,Newport,Cocke County,TN
AOS007063,Manchester,Coffee County,TN
AOS007064,Alamo,Crockett County,TN
AOS007065,Crossville,Cumberland County,TN
AOS007066,Nashville,Davidson County,TN
AOS007067,Decaturville,Decatur County,TN
AOS007068,Smithville,DeKalb County,TN
AOS007069,Charlotte,Dickson County,TN
AOS007070,Dyersburg,Dyer County,TN
AOS007071,Somerville,Fayette County,TN
AOS007072,Jamestown,Fentress County,TN
AOS007073,Winchester,Franklin County,TN
AOS007074,Trenton,Gibson County,TN
AOS007075,Pulaski,Giles County,TN
AOS007076,Rutledge,Grainger County,TN
AOS007077,Greeneville,Greene County,TN
AOS007078,Altamont,Grundy County,TN
AOS007079,Morristown,Hamblen County,TN
AOS007080,Chattanooga,Hamilton County,TN
AOS007081,Sneedville,Hancock County,TN
AOS007082,Bolivar,Hardeman County,TN
AOS007083,Savannah,Hardin County,TN
AOS007084,Rogersville,Hawkins County,TN
AOS007085,Brownsville,Haywood County,TN
AOS007086,Lexington,Henderson County,TN
AOS007087,Paris,Henry County,TN
AOS007088,Centerville,Hickman County,TN
AOS007089,Erin,Houston County,TN
AOS007090,Waverly,Humphreys County,TN
AOS007091,Gainesboro,Jackson County,TN
AOS007092,Dandridge,Jefferson County,TN
AOS007093,Mountain City,Johnson County,TN
AOS007094,Knoxville,Knox County,TN
AOS007095,Tiptonville,Lake County,TN
AOS007096,Ripley,Lauderdale County,TN
AOS007097,Lawrenceburg,Lawrence County,TN
AOS007098,Hohenwald,Lewis County,TN
AOS007099,Fayetteville,Lincoln County,TN
AOS007100,Lenoir City,Loudon County,TN
AOS007101,Lafayette,Macon County,TN
AOS007102,Jackson,Madison County,TN
AOS007103,Jasper,Marion County,TN
AOS007104,North Lewisburg,Marshall County,TN
AOS007105,Columbia,Maury County,TN
AOS007106,Athens,McMinn County,TN
AOS007107,Selmer,McNairy County,TN
AOS007108,Decatur,Meigs County,TN
AOS007109,Madisonville,Monroe County,TN
AOS007110,Clarksville,Montgomery County,TN
AOS007111,Lynchburg,Moore County,TN
AOS007112,Wartburg,Morgan County,TN
AOS007113,Union City,Obion County,TN
AOS007114,Livingston,Overton County,TN
AOS007115,Linden,Perry County,TN
AOS007116,Byrdstown,Pickett County,TN
AOS007117,Benton,Polk County,TN
AOS007118,Cookeville,Putnam County,TN
AOS007119,Dayton,Rhea County,TN
AOS007120,Kingston,Roane County,TN
AOS007121,Springfield,Robertson County,TN
AOS007122,Murfreesboro,Rutherford County,TN
AOS007123,Huntsville,Scott County,TN
AOS007124,Dunlap,Sequatchie County,TN
AOS007125,Sevierville,Sevier County,TN
AOS007126,Memphis,Shelby County,TN
AOS007127,Carthage,Smith County,TN
AOS007128,Dover,Stewart County,TN
AOS007129,Blountville,Sullivan County,TN
AOS007130,Gallatin,Sumner County,TN
AOS007131,Covington,Tipton County,TN
AOS007132,Hartsville,Trousdale County,TN
AOS007133,Erwin,Unicoi County,TN
AOS007134,Maynardville,Union County,TN
AOS007135,Spencer,Van Buren County,TN
AOS007136,McMinnville,Warren County,TN
AOS007137,Jonesborough,Washington County,TN
AOS007138,Waynesboro,Wayne County,TN
AOS007139,Dresden,Weakley County,TN
AOS007140,Sparta,White County,TN
AOS007141,Franklin,Williamson County,TN
AOS007142,Lebanon,Wilson County,TN
AOS007143,Nashville,Davidson County,TN
AOS007144,Nashville,Davidson County,TN
AOS003915,Pekin,Tazewell County,IL
AOS002296,Doral,Miami-Dade County,FL
AOS003893,Columbus,Stillwater County,MT
AOS007001,Albuquerque,Bernalillo County,NM
AOS000724,El Paso,El Paso County,TX
AOS004049,Charlotte,Mecklenburg County,NC
AOS004051,Chicago,Cook County,IL
AOS004052,Dover,Kent County,DE
AOS004053,Buffalo,Erie County,NY
AOS004054,Tallahassee,Leon County,FL
AOS004056,Lawrenceville,Gwinnett County,GA
AOS004058,Minneapolis,Hennepin County,MN
AOS004064,Jacksonville,Duval County,FL
AOS004069,Baton Rouge,East Baton Rouge Parish,LA
AOS004071,Memphis,Shelby County,TN
AOS004074,Dimondale,Eaton County,MI
AOS004081,Harrisburg,Dauphin County,PA
AOS004082,Phoenix,Maricopa County,AZ
AOS004085,Rochester,Monroe County,NY
AOS004092,St. Louis,,MO
AOS004093,Sunrise,Broward County,FL
AOS004094,Tacoma,Pierce County,WA
AOS004095,Tempe,Maricopa County,AZ
AOS004097,Tucson,Pima County,AZ
AOS004100,Washington,,DC
AOS004101,Madison,Dane County,WI
AOS010088,Beaumont,Riverside County,CA
AOS002332,Norwalk,Huron County,OH
AOS003265,West Union,Fayette County,IA
AOS003678,Port Clinton,Ottawa County,OH
AOS003705,Petersburg,,VA
AOS000046,Rockwall,Rockwall County,TX
AOS000544,Shakopee,Scott County,MN
AOS004617,Jackson,Hinds County,MS
AOS006994,Casper,Natrona County,WY
AOS012169,Palmer,Matanuska-Susitna Borough,AK
AOS009128,Cumming,Forsyth County,GA
AOS000101,Ocala,Marion County,FL
AOS000108,Brea,Orange County,CA
AOS000110,Atlanta,"DeKalb County, Fulton County",GA
AOS000111,Norcross,Gwinnett County,GA
AOS000121,Tracy,San Joaquin County,CA
AOS000122,Haverhill,Essex County,MA
AOS000148,Morgan HIll,Santa Clara County,CA
AOS000150,Monterey,Monterey County,CA
AOS000155,Fresno,Fresno County,CA
AOS000157,Modesto,Stanislaus County,CA
AOS000201,Alhambra,Los Angeles County,CA
AOS000218,Hagerstown,Washington County,MD
AOS004455,Tacoma,Pierce County,WA
AOS004472,Los Gatos,Santa Clara County,CA
AOS004486,Orlando,Orange County,FL
AOS005291,Madera,Madera County,CA
AOS005292,Miami Gardens,Miami-Dade County,FL
AOS005293,South Jordan,Salt Lake County,UT
AOS005294,Woodland,Yolo County,CA
AOS006987,Portage,Kalamazoo County,MI
AOS007149,Oxford,"Talladega County, Calhoun County",AL
AOS007167,Birmingham,Jefferson County,AL
AOS007177,Reading,Berks County,PA
AOS007418,Campbell,Santa Clara County,CA
AOS007883,Mesa,Maricopa County,AZ
AOS010034,Alexandria,Rapides Parish,LA
AOS010035,Lebanon,Boone County,IN
AOS010036,Lake Charles,Calcasieu Parish,LA
AOS010037,Clovis,Fresno County,CA
AOS010038,Cocoa,Brevard County,FL
AOS010039,Decatur,DeKalb County,GA
AOS010040,El Monte,Los Angeles County,CA
AOS010041,Elgin,Kane County,IL
AOS010042,Farmers Branch,Dallas County,TX
AOS010043,Fort Myers,Lee County,FL
AOS010044,Frederick,Frederick County,MD
AOS010045,Gloucester Township,Camden County,NJ
AOS010046,Grass Valley,Nevada County,CA
AOS010047,Homewood,Jefferson County,AL
AOS010048,Jacksonville,Cherokee County,TX
AOS010049,Birmingham,Jefferson County,AL
AOS010050,Livermore,Alameda County,CA
AOS010051,Los Angeles,Los Angeles County,CA
AOS010052,Merced,Merced County,CA
AOS010053,Niles,Cook County,IL
AOS010054,Ocoee,Orange County,FL
AOS010055,Piscataway,Middlesex County,NJ
AOS010056,Plainfield,Union County,NJ
AOS010057,Salisbury,Wicomico County,MD
AOS010058,Temple Terrace,Hillsborough County,FL
AOS010059,Turlock,Stanislaus County,CA
AOS010060,West Springfield,Hampden County,MA
AOS008870,St. Louis,St. Louis County,MO
AOS000791,Capitola,Santa Cruz County,CA
AOS000792,Carmel-By-The-Sea,Monterey County,CA
AOS000811,Davis,Yolo County,CA
AOS007834,Binghamton,Broome County,NY
AOS007849,Urbana,Champaign County,IL
AOS007994,Richmond,"Chesterfield County, Henrico County",VA
AOS008864,Tallahassee,Leon County,FL
AOS010071,DeKalb,DeKalb County,IL
AOS011385,Scarsdale,Westchester County,NY
AOS004937,South Bend,St. Joseph County,IN
AOS001587,San Gabriel,Los Angeles County,CA
AOS001588,Rialto,San Bernardino County,CA
AOS001916,Cleveland,Cuyahoga County,OH
AOS001930,Tampa,Hillsborough County,FL
AOS001932,Honolulu,Honolulu County,HI
AOS001946,Concord,Merrimack County,NH
AOS001948,Oak Lawn,Cook County,IL
AOS002095,Shreveport,Caddo Parish,LA
AOS002106,Shreveport,Caddo Parish,LA
AOS002208,Tampa,Hillsborough County,FL
AOS002236,Gary,Lake County,IN
AOS002237,Gary,Lake County,IN
AOS002239,Gary,Lake County,IN
AOS002261,Winston-Salem,Forsyth County,NC
AOS002262,Winston-Salem,Forsyth County,NC
AOS002323,Hawthorne,Los Angeles County,CA
AOS002748,Reno,Washoe County,NV
AOS002880,Statesboro,Bulloch County,GA
AOS002934,Atlanta,"DeKalb County, Fulton County",GA
AOS005012,West Palm Beach,Palm Beach County,FL
AOS006571,Atlanta,"DeKalb County, Fulton County",GA
AOS007447,Oxford,"Talladega County, Calhoun County",AL
AOS007664,Jackson,Hinds County,MS
AOS007684,Minneapolis,Hennepin County,MN
AOS008281,Atlanta,"DeKalb County, Fulton County",GA
AOS011022,Pensacola,Escambia County,FL
AOS011209,South Bend,St. Joseph County,IN
AOS011264,Akron,Summit County,OH
AOS011265,Biloxi,Harrison County,MS
AOS011266,Brownsville,Cameron County,TX
AOS011267,Asheville,Buncombe County,NC
AOS011268,Canton,Cherokee County,GA
AOS011269,Fort Gaines,Clay County,GA
AOS011270,Fort Gaines,Clay County,GA
AOS011271,Marietta,Cobb County,GA
AOS011272,Marietta,Cobb County,GA
AOS011273,Dallas,Dallas County,TX
AOS011274,Dallas,Dallas County,TX
AOS011275,Dayton,Montgomery County,OH
AOS011276,Dayton,Montgomery County,OH
AOS011277,Tucker,Dekalb County,GA
AOS011278,Media,Delaware County,PA
AOS011279,Media,Delaware County,PA
AOS011280,Elizabeth,Pasquotank County,NC
AOS011281,Fayetteville,Cumberland County,NC
AOS011282,Bunnell,Flagler County,FL
AOS011283,Cumming,Forsyth County,NC
AOS011284,Cumming,Forsyth County,NC
AOS011285,Richmond,Fort Bend County,TX
AOS011286,Richmond,Fort Bend County,TX
AOS011287,Atlanta,Fulton County,GA
AOS011288,Atlanta,"DeKalb County, Fulton County",GA
AOS011289,Hammond,Lake County,IN
AOS011290,Hartford,Hartford County,CT
AOS011291,Honolulu,Honolulu County,HI
AOS011292,Birmingham,Jefferson County,AL
AOS011293,Kernersville,Forsyth County,NC
AOS011294,Lafayette,Lafayette Parish,LA
AOS011295,Taveres,Lake County,FL
AOS011296,Ocoee,Orange County,FL
AOS011297,Ocoee,Orange County,FL
AOS011298,Orlando,Orange County,FL
AOS011299,Orlando,Orange County,FL
AOS011300,Kissimmee,Osceola County,FL
AOS011301,Peachtree Corners,Gwinnett County,GA
AOS011357,Nashville,Davidson County,TN
AOS011473,Manchester,Hillsborough County,NH
AOS011488,Portsmouth,,VA
AOS011566,Perry,Houston County,GA
AOS011649,Oak Brook,DuPage County,IL
AOS011964,Milwaukee,Milwaukee County,WI
AOS011984,Stuart,Martin County,FL
AOS011985,Norfolk,,VA
AOS011986,Columbus,Franklin County,OH
AOS011987,Orland,Cook County,IL
AOS011988,Redondo Beach,Los Angeles County,CA
AOS011989,Rocky Mount,"Edgecombe County, Nash County",NC
AOS011990,Savannah,Chatham County,GA
AOS011991,Smyrna,Cobb County,GA
AOS011992,Spartanburg,Spartanburg County,SC
AOS011993,St. Cloud,Osceola County,FL
AOS011994,St. Johns County,St. Johns County,FL
AOS011995,Starkville,Oktibbeha County,MS
AOS011996,Toledo,Lucas County,OH
AOS011997,Trotwood,Montgomery County,OH
AOS011998,Tupelo,Lee County,MS
AOS011999,Volusia County,Volusia County,FL
AOS012198,Acworth,Cobb County,GA
AOS012199,Arlington Heights,Cook County,IL
AOS012200,Austell,"Douglas County, Cobb County",GA
AOS012201,Lynn Haven,Bay County,FL
AOS012202,Panama City,Bay County,FL
AOS012203,Bend,Deschutes County,OR
AOS012204,Bensalem,Bucks County,PA
AOS012205,Burbank,Los Angeles County,CA
AOS012206,Chesterfield,Chesterfield County,VA
AOS012207,Jonesboro,Clayton County,GA
AOS012208,Clearwater,Pinellas County,FL
AOS012209,Colorado Springs,El Paso County,CO
AOS012210,Columbia,Marion County,MS
AOS012211,Danville,,VA
AOS012212,Tucker,Dekalb County,GA
AOS012213,Media,Delaware County,PA
AOS012214,Doral,Miami-Dade County,FL
AOS012215,Farmington,San Juan County,NM
AOS012216,Atlanta,Fulton County,GA
AOS012217,Grass Valley,Nevada County,CA
AOS012218,Greensboro,Guilford County,NC
AOS012219,Lawrenceville,Gwinnett County,GA
AOS012220,Jackson,Northampton County,NC
AOS012221,Kalamazoo,Kalamazoo County,MI
AOS012222,Kansas City,Wyandotte,KS
AOS012223,Killeen,Bell County,TX
AOS012224,Seattle,King County,WA
AOS012225,Allentown,Lehigh County,PA
AOS012226,Lexington,Fayette County,KY
AOS012227,Brookhaven,Lincoln County,MS
AOS012228,Little Rock,Pulaski County,AR
AOS012229,Lynchburg,Campbell County,VA
AOS012230,Lynn Haven,Bay County,FL
AOS012231,Columbia,Marion County,MS
AOS012232,Miamisburg,Montgomery County,OH
AOS012233,Rochester,Monroe County,NY
AOS012234,Montgomery,Montgomery County,AL
AOS012235,Mooresville,Iredell County,NC
AOS012236,North Charleston,"Dorchester County, Charleston County, Berkeley County",SC
AOS012237,North Port,Sarasota County,FL
AOS012238,Oakbrook Terrace,DuPage County,IL
AOS012239,Oakdale,Stanislaus County,CA
AOS012240,Lake Lorraine,Okaloosa County,FL
AOS012241,Oklahoma City,Oklahoma County,OK
AOS012242,Orlando,Orange County,FL
AOS012243,Palm Bay,Brevard County,FL
AOS012244,Panama City Beach,Bay County,FL
AOS012245,Panama City,Bay County,FL
AOS012246,Parker,Bay County,FL
AOS012247,Petersburg,,VA
AOS012248,North Auburn,Placer County,CA
AOS012249,Brandon,Rankin County,MS
AOS012250,Rocklin,Placer County,CA
AOS012251,Fort Pierce,Saint Lucie County,FL
AOS012252,Sandy Springs,Fulton County,GA
AOS012253,Topeka,Shawnee County,OK
AOS012254,Memphis,Shelby County,TN
AOS012255,Springfield,Bay County,FL
AOS012256,St. Bernard,St. Bernard Parish,LA
AOS012257,Blountville,Sullivan County,TN
AOS012258,Topeka,Shawnee County,KS
AOS012259,Warner Robins,Houston County,GA
AOS012260,West Sacramento,Yolo County,CA
AOS012261,Wheaton,DuPage County,IL
AOS012262,Whitehall,Franklin County,OH
AOS008951,Lomita,Los Angeles County,CA
AOS000840,Huntington Beach,Orange County,CA
AOS000852,Los Alamitos,Orange County,CA
AOS004187,Hemet,Riverside County,CA
AOS000168,Cleveland,Cuyahoga County,OH
AOS000865,Milpitas,Santa Clara County,CA
AOS000784,Berkeley,Alameda County,CA
AOS008015,Sandy Springs,Fulton County,GA
AOS008030,Manteno,Kankakee County,IL
AOS000778,Atherton,San Mateo County,CA
AOS000779,Azusa,Los Angeles County,CA
AOS000783,Benicia,Solano County,CA
AOS000809,Covina,Los Angeles County,CA
AOS000830,Gilroy,Santa Clara County,CA
AOS000874,Napa,Napa County,CA
AOS000909,San Francisco,San Francisco County,CA
AOS001170,Panama City,Bay County,FL
AOS001175,Tulsa,"Wagoner County, Tulsa County, Rogers County, Osage County",OK
AOS001562,Mansfield,Richland County,OH
AOS001570,Brecksville,Cuyahoga County,OH
AOS001575,Bay Harbor Islands,Miami-Dade County,FL
AOS001581,Golden,Jefferson County,CO
AOS001585,Broadview Heights,Cuyahoga County,OH
AOS001918,Concord,Cabarrus County,NC
AOS001935,Grand Rapids,Kent County,MI
AOS001950,Shalimar,Okaloosa County,FL
AOS001954,Pico Rivera,Los Angeles County,CA
AOS002029,Oak Park,Cook County,IL
AOS002040,Ukiah,Mendocino County,CA
AOS002051,Champaign,Champaign,IL
AOS002139,West Carrollton,Montgomery County,OH
AOS002244,Kenner,Jefferson Parish,LA
AOS002264,Beavercreek,Greene County,OH
AOS002265,Miamisburg,Clermont County,OH
AOS002266,Midletown,"Warren County, Butler County",OH
AOS002267,Vandalia,Montgomery County,OH
AOS002268,Wagoner,Wagoner County,OK
AOS002315,Litchfield Park,Maricopa County,AZ
AOS002343,Trophy Club,Denton County,TX
AOS002367,Milan,Cibola County,NM
AOS002506,Kettering,Montgomery County,OH
AOS002507,Columbia,Richland County,SC
AOS002712,Cranston,Providence County,RI
AOS002713,Kearney,Buffalo County,NE
AOS002714,Lafayette,Tippecanoe County,IN
AOS002715,Lockney,Floyd County,TX
AOS002716,Madison,Lake County,SD
AOS002717,Pflugerville,Travis County,TX
AOS002718,Trophy Club,Denton County,TX
AOS002719,Woonsocket,Providence County,RI
AOS002720,Yakima,Yakima County,WA
AOS002857,Centerville,Montgomery County,OH
AOS002881,Springboro,Warren County,OH
AOS002882,Olmito,Cameron County,TX
AOS002889,Santa Barbara,Santa Barbara County,CA
AOS002890,Springboro,Warren County,OH
AOS002891,Olmito,Cameron County,TX
AOS004141,Indianapolis,Marion County,IN
AOS004183,Springfield,Greene County,MO
AOS004206,Lewisville,Denton County,TX
AOS004497,Jersey Village,‎Harris County‎,TX
AOS006989,Lexington,Fayette County,KY
AOS006999,Little Rock,Pulaski County,AR
AOS007010,Smyrna,Cobb County,GA
AOS007046,Houston,‎Harris County‎,TX
AOS007607,Cape Girardeau,Cape Girardeau County,MO
AOS007647,Greenfield,Hancock County,IN
AOS007651,South Bend,St. Joseph County,IN
AOS007667,Memphis,Shelby County,TN
AOS007695,Akron,Summit County,OH
AOS007861,Rockford,Winnebago County,IL
AOS007876,Barrington Hills,Cook County,IL
AOS007879,Frankfort,Will County,IL
AOS007894,Fairburn,Fulton County,GA
AOS007990,Germantown,Shelby County,TN
AOS008001,Trussville,Jefferson County,AL
AOS008002,Steele,St. Clair County,AL
AOS008003,Northport,Tuscaloosa County,AL
AOS008004,Pinson,Jefferson,AL
AOS008005,Clay,Jefferson County,AL
AOS008006,Birmingham,Jefferson County,AL
AOS008007,Alabaster,Shelby County,AL
AOS008008,Springville,St. Clair County,AL
AOS008009,Birmingham,Jefferson County,AL
AOS008010,Moody,St. Clair County,AL
AOS008011,Lake Forest,Orange County,CA
AOS008012,Imperial County,Brawley County,CA
AOS008013,Barstow,San Bernardino County,CA
AOS008014,Bow Mar,"Jefferson County, Arapahoe County",CO
AOS008016,Hapeville,Fulton County,GA
AOS008017,Savannah,Chatham County,GA
AOS008018,Carrollton,Carroll County,GA
AOS008019,Dunwoody,DeKalb County,GA
AOS008020,Vernon Hills,Lake County,IL
AOS008021,Ridgeland,Madison County,MS
AOS008022,Collierville,Shelby County,TN
AOS008023,Covington,Tipton County,TN
AOS008025,Pinellas Park,Pinellas,FL
AOS008026,LaGrange,Troup County,GA
AOS008027,Johns Creek,Fulton County,GA
AOS008028,Marietta,Cobb County,GA
AOS008029,Savannah,Chatham County,GA
AOS008031,Libertyville,Lake County,IL
AOS008032,Livingston,Livingston Parish,LA
AOS008033,Memphis,Shelby County,TN
AOS008034,Bartlett,Shelby County,TN
AOS008035,Horn Lake,Shelby County,TN
AOS008036,Lakeland,Shelby County,TN
AOS008037,Katy,"‎Waller County, ‎Fort Bend County‎, ‎Harris County‎",TX
AOS008038,Fulshear,Fort Bend County,TX
AOS008039,Bartonville,Denton County,TX
AOS008248,Tucker,DeKalb County,GA
AOS008708,Painesville,Lake County,OH
AOS008711,Wichita,Sedgwick County,KS
AOS008712,Hunting Valley,"Geauga County, Cuyahoga County",OH
AOS008714,Menifee,Riverside County,CA
AOS008733,Stanton,Orange County,CA
AOS008734,San Marino,Los Angeles County,CA
AOS008735,Walnut,Los Angeles County,CA
AOS008736,South Barrington,Cook County,IL
AOS008737,Mokena,Will County,IL
AOS008738,Argyle,Denton County,TX
AOS008739,La Cañada Flintridge,Los Angeles County,CA
AOS008740,New Orleans,Orleans Parish,LA
AOS008741,Conley,"DeKalb County, Clayton County",GA
AOS008742,Fayetteville,Fayette County,GA
AOS008872,Creve Coeur,St. Louis County,MO
AOS008938,Lawrenceville,Gwinnett County,GA
AOS008945,Knightsdale,Wake County,NC
AOS009068,Simpsonville,Greenville County,SC
AOS009123,Wauwatosa,Milwaukee County,WI
AOS009124,Mequon,Ozaukee County,WI
AOS009681,Duluth,Gwinnett County,GA
AOS009982,Sunset Valley,Travis County,TX
AOS010002,Millbrae,San Mateo County,CA
AOS010004,Flint,Genesee County,MI
AOS010005,Decatur,Macon County,IL
AOS010006,Homewood,Jefferson County,AL
AOS010020,Lynn,Essex County,MA
AOS010021,Plain City,Weber County,UT
AOS010022,Willoughby Hills,Lake County,OH
AOS010023,Jackson,Madison County,TN
AOS010024,Hazleton,Luzerne County,PA
AOS010076,San Dimas,Los Angeles County,CA
AOS010077,Van Buren Township,Wayne County,MI
AOS010079,Springfield,Sangamon County,IL
AOS010875,Alcoa,Blount County,TN
AOS010883,Anniston,Calhoun County,AL
AOS010884,Thomasville,Clarke County,AL
AOS010885,Thomasville,Clarke County,AL
AOS010887,Parker,La Paz County,AZ
AOS011013,Columbus,Bartholomew County,IN
AOS011014,Avon Lake,Lorain County,OH
AOS011015,Beacon,Dutchess County,NY
AOS011017,Milledgeville,Baldwin County,GA
AOS011018,Beach Grove,Marion County,IN
AOS011019,Arnold,Jefferson County,MO
AOS011020,Bainbridge,Geauga County,OH
AOS011021,Painesville,Lake County,OH
AOS011035,Weatherly,Carbon County,PA
AOS011041,Lafayette,Boulder County,CO
AOS011043,Cheshire,New Haven County,CT
AOS011045,Lorain,Lorain County,OH
AOS011046,Medina,Medina County,OH
AOS011047,Evansville,Vanderburgh County,IN
AOS011050,Monticello,Piatt County,IL
AOS011056,Gladstone,Clay County,MO
AOS011057,La Salle,La Salle County,IL
AOS011058,Greenwood,Johnson County,IN
AOS011059,Hanford,Kings County,CA
AOS011061,Calistoga,Napa County,CA
AOS011063,New Berlin,Waukesha County,WI
AOS011064,North Platte,Lincoln County,NE
AOS011065,Plainfield,Hendricks County,IN
AOS011066,Oroville,Butte County,CA
AOS011067,Oroville,Butte County,CA
AOS011068,Blue Ash,Hamilton County,OH
AOS011069,Sharonville,Hamilton County,OH
AOS011070,Norfolk,,VA
AOS011091,Geneseo,Henry County,IL
AOS011092,Granby,Grand County,CO
AOS011093,Fraser Winter Park,Grand County,CO
AOS011094,Hot Sulphur Springs,Grand County,CO
AOS011095,Kremmling,Grand County,CO
AOS011097,Garner,Wake County,NC
AOS011098,Goshen,Elkhart County,IN
AOS011101,Blue Springs,Jackson County,MO
AOS011102,Troy,Oakland County,MI
AOS011106,West Chester Township,Chester County,OH
AOS011107,Buda,Hays County,TX
AOS011109,Georgetown,Williamson County,TX
AOS011110,Pacific Grove,Monterey County,CA
AOS011111,Seaside,Monterey County,CA
AOS011112,Seaside,Monterey County,CA
AOS011113,Alvin,Brazoria County,TX
AOS011114,Friendswood,Galveston County,TX
AOS011115,Lake Jackson,Brazoria County,TX
AOS011119,Odessa,Ector County,TX
AOS011120,Chillicothe,Peoria County,IL
AOS011121,Norridge Police Department,Peoria County,IL
AOS011122,Harwood Heights,Cook County,IL
AOS011126,Heath,Licking County,OH
AOS011127,Hebron,Licking County,OH
AOS011128,Newark,Licking County,OH
AOS011131,McHenry,McHenry County,IL
AOS011133,Franklin,Johnson County,IN
AOS011154,League City,Galveston County,TX
AOS011172,White Settlement,Tarrant County,TX
AOS011176,Huntley,McHenry County,IL
AOS011180,Norfolk,,VA
AOS011182,Romeoville,Will County,IL
AOS011185,Glocester,Providence County,RI
AOS011186,Smithfield,Providence County,RI
AOS011187,Three Rivers,St. Joseph County,MI
AOS011188,Tooele,Tooele County,UT
AOS011189,Truckee,Nevada County,CA
AOS011190,Versailles,Woodford County,KY
AOS011192,Boonville,Warrick County,IN
AOS011193,Warwick,Kent County,RI
AOS011195,Watsonville,Santa Cruz County,CA
AOS011196,Williamsburg,,VA
AOS011197,Willowick,Lake County,OH
AOS011198,East Bay,Grand Traverse County,MI
AOS011199,Garfield,Grand Traverse County,MI
AOS011200,Peninsula,Grand Traverse County,MI
AOS011201,Greenfield,Hancock County,IN
AOS011203,Franklin,Johnson County,IN
AOS011204,Zionville,DeKalb County,IN
AOS011207,Fairfield Township,Butler County,OH
AOS011208,Fairfield,Butler County,OH
AOS011241,Charleston,Coles County,IL
AOS011243,Mattoon,Coles County,IL
AOS011245,Villas,Lee County,FL
AOS011304,Green Bay,Brown County,WI
AOS011310,Kechi,Sedgwick County,KS
AOS011328,Skokie,Cook County,IL
AOS011329,Spring Hill,Maury County,TN
AOS011331,Altoona,Eau Claire County,WI
AOS011332,Amherst,Lorain County,OH
AOS011333,Braidwood,Will County,IL
AOS011334,Brentwood,St. Louis County,MO
AOS011335,Canfield,Mahoning County,OH
AOS011336,Cedar Park,Williamson County,TX
AOS011337,Centralia,Lewis County,WA
AOS011338,Champaign,Champaign County,IL
AOS011339,Channahon,Will County,IL
AOS011340,Clarksville,Clark County,IN
AOS011341,Kearney,Buffalo County,NE
AOS011342,Kingsport,Sullivan County,TN
AOS011343,Louisville,Boulder County,CO
